Job Title,Company Name,Company Location,Job Time,Job Location,Posting Date,Requirement,Job URL,Speciality,skills,skills_text,cleaned_skills,cleaned_skills_v2,cleaned_skills_text_v2
Sales Account Manager,HoM Technology ,"New Cairo, Cairo, Egypt",Full Time,On-site,17 days ago,Entry Level · 1 - 3 Yrs of Exp · Business Development · IT/Software Development · Sales/Retail · Account Management · Sales Strategy · Networking Solutions · Client Relationship Building · Client Relationship Management · Account Development · Customer Retentio,https://wuzzuf.net/jobs/p/xptmtc0rptjf-sales-account-manager-hom-technology-cairo-egypt,Full Stack,"['entry level', 'business development', 'it/software development', 'sales/retail', 'account management', 'sales strategy', 'networking solutions', 'client relationship building', 'client relationship management', 'account development', 'customer retentio']",entry level business development it/software development sales/retail account management sales strategy networking solutions client relationship building client relationship management account development customer retentio,entry level business development it/software account management sales strategy networking solutions client relationship building customer retentio,"['business development', 'account management', 'sales strategy', 'networking solutions', 'client relationship building', 'client relationship management', 'account development', 'customer retentio']",business development account management sales strategy networking solutions client relationship building client relationship management account development customer retentio
IT Help Desk,Quantanite ,"Cairo, Egypt",Full Time,On-site,17 days ago,Entry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Windows and Mac OS support · Technical troubleshooting · Network troubleshooting · Ticketing system management · ITIL · helpdesk · macOS,https://wuzzuf.net/jobs/p/mx5o4ixyx1oy-it-help-desk-quantanite-cairo-egypt,Quality Control,"['entry level', 'installation/maintenance/repair', 'it/software development', 'windows and mac os support', 'technical troubleshooting', 'network troubleshooting', 'ticketing system management', 'itil', 'helpdesk', 'macos']",entry level installation/maintenance/repair it/software development windows and mac os support technical troubleshooting network troubleshooting ticketing system management itil helpdesk macos,entry level it/software development windows and mac os support technical troubleshooting network ticketing system management itil helpdesk macos,"['windows and mac os support', 'technical troubleshooting', 'network troubleshooting', 'ticketing system management', 'itil', 'helpdesk', 'macos']",windows and mac os support technical troubleshooting network troubleshooting ticketing system management itil helpdesk macos
Odoo Consultant,Global Business solutions - GBS ,"Nasr City, Cairo, Egypt",Full Time,On-site,17 days ago,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Odoo ERP · Business Process Analysis · ERP Implementation · Requirements Gathering · Client Training · Project Management · Communication · Problem Solving · Team Collaboratio,https://wuzzuf.net/jobs/p/3wlwligcq0q1-odoo-consultant-global-business-solutions-gbs-cairo-egypt,Backend,"['experienced', 'it/software development', 'odoo erp', 'business process analysis', 'erp implementation', 'requirements gathering', 'client training', 'project management', 'communication', 'problem solving', 'team collaboratio']",experienced it/software development odoo erp business process analysis erp implementation requirements gathering client training project management communication problem solving team collaboratio,it/software development odoo erp business process analysis implementation requirements gathering client training project management communication problem solving team collaboratio,"['odoo erp', 'business process analysis', 'erp implementation', 'requirements gathering', 'client training', 'project management', 'communication', 'problem solving', 'team collaboratio']",odoo erp business process analysis erp implementation requirements gathering client training project management communication problem solving team collaboratio
ERP Functional Consultant,Global Business solutions - GBS ,"Nasr City, Cairo, Egypt",Full Time,On-site,17 days ago,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · ERP Implementation · Business Process Analysis · Requirements Gathering · User Training · System Configuration · Problem Solving · Project Management · Documentation · Stakeholder Communicatio,https://wuzzuf.net/jobs/p/dxuxkbix6tyq-erp-functional-consultant-global-business-solutions-gbs-cairo-egypt,Data Analysis,"['experienced', 'it/software development', 'erp implementation', 'business process analysis', 'requirements gathering', 'user training', 'system configuration', 'problem solving', 'project management', 'documentation', 'stakeholder communicatio']",experienced it/software development erp implementation business process analysis requirements gathering user training system configuration problem solving project management documentation stakeholder communicatio,it/software development erp implementation business process analysis requirements gathering user training system configuration problem solving project management documentation stakeholder communication,"['erp implementation', 'business process analysis', 'requirements gathering', 'user training', 'system configuration', 'problem solving', 'project management', 'documentation', 'stakeholder communicatio']",erp implementation business process analysis requirements gathering user training system configuration problem solving project management documentation stakeholder communicatio
IT Manager,Confidential ,"Cairo, Egypt",Full Time,On-site,17 days ago,Manager · 10 - 15 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · IT Management · Network Administration · System Administration · Cybersecurity · Project Management · Team Leadership · Problem Solving,https://wuzzuf.net/jobs/p/tknjc9uq9kje-it-manager-cairo-egypt,Backend,"['manager', 'it/software development', 'project/program management', 'it management', 'network administration', 'system administration', 'cybersecurity', 'project management', 'team leadership', 'problem solving']",manager it/software development project/program management it management network administration system administration cybersecurity project management team leadership problem solving,it/software development project/program management network administration system cybersecurity project team leadership problem solving,"['project/program management', 'it management', 'network administration', 'system administration', 'cybersecurity', 'project management', 'team leadership', 'problem solving']",project/program management it management network administration system administration cybersecurity project management team leadership problem solving
Cyber Security Engineer,Informatique Education ,"Nasr City, Cairo, Egypt",Full Time,On-site,17 days ago,Experienced · 3 - 8 Yrs of Exp · IT/Software Development · Network Security · Penetration Testing · Firewall Management · Incident Response · Security Awareness Training,https://wuzzuf.net/jobs/p/sz5lt581wxla-cyber-security-engineer-informatique-education-cairo-egypt,Backend,"['experienced', 'it/software development', 'network security', 'penetration testing', 'firewall management', 'incident response', 'security awareness training']",experienced it/software development network security penetration testing firewall management incident response security awareness training,it/software development network security penetration testing firewall management incident response awareness training,"['network security', 'penetration testing', 'firewall management', 'incident response', 'security awareness training']",network security penetration testing firewall management incident response security awareness training
Part-Time Mobile Developer (React Native),InterfaceUAE  ,"Giza, Egypt",Part Time,Remote,17 days ago,Experienced · 2+ Yrs of Exp · IT/Software Development · React Native · Mobile App Development · Android Development · iOS Developmen,https://wuzzuf.net/jobs/p/pmphw7jzusaq-part-time-mobile-developer-react-native-interfaceuae-giza-egypt,Mobile,"['experienced', 'it/software development', 'react native', 'mobile app development', 'android development', 'ios developmen']",experienced it/software development react native mobile app development android development ios developmen,it/software development react native mobile app android ios developmen,"['react native', 'mobile app development', 'android development', 'ios developmen']",react native mobile app development android development ios developmen
Game Programmer (Roblox / Unity / Unreal),Confidential ,"Cairo, Egypt",Full Time,Remote,18 days ago,Entry Level · 1+ Yrs of Exp · IT/Software Development · Unity · Unreal Engine · Roblox · Version Control (Git) · Problem Solving · Game Programming · L,https://wuzzuf.net/jobs/p/8pojbew4fkbj-game-programmer-roblox-unity-unreal-cairo-egypt,Full Stack,"['entry level', 'it/software development', 'unity', 'unreal engine', 'roblox', 'version control (git)', 'problem solving', 'game programming', 'l']",entry level it/software development unity unreal engine roblox version control (git) problem solving game programming l,entry level it/software development unity unreal engine roblox version control git problem solving game programming l,"['unity', 'unreal engine', 'roblox', 'version control (git)', 'problem solving', 'game programming', 'l']",unity unreal engine roblox version control (git) problem solving game programming l
Game Artist (2D / 3D / Animation / UI/UX),Confidential ,"Cairo, Egypt",Full Time,Remote,18 days ago,Entry Level · 1 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · UX Design · Drawing · game art · roblox,https://wuzzuf.net/jobs/p/fhqgumroxkod-game-artist-2d-3d-animation-uiux-cairo-egypt,UI/UX,"['entry level', 'creative/design/art', 'it/software development', 'ux design', 'drawing', 'game art', 'roblox']",entry level creative/design/art it/software development ux design drawing game art roblox,entry level creative/design/art it/software development ux design drawing game art roblox,"['creative/design/art', 'ux design', 'drawing', 'game art', 'roblox']",creative/design/art ux design drawing game art roblox
Telesales & Customer Support/Service Specialist,EpsilonAI ,"Nasr City, Cairo, Egypt",Full Time,On-site,18 days ago,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Communication · Customer · Customer Care · Customer Service · Customer Support · Negotiation · Sa,https://wuzzuf.net/jobs/p/vn3tsms0mqiy-telesales-customer-supportservice-specialist-epsilonai-cairo-egypt,Quality Control,"['entry level', 'customer service/support', 'it/software development', 'sales/retail', 'communication', 'customer', 'customer care', 'customer service', 'customer support', 'negotiation', 'sa']",entry level customer service/support it/software development sales/retail communication customer customer care customer service customer support negotiation sa,entry level customer service/support it/software development communication care service support negotiation sa,"['communication', 'customer', 'customer care', 'customer service', 'customer support', 'negotiation', 'sa']",communication customer customer care customer service customer support negotiation sa
Data Analyst & Instructor (Excel & Power BI),EpsilonAI ,"Nasr City, Cairo, Egypt",Full Time,Hybrid,18 days ago,Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Education/Teaching · Data Analysis · Database SQL Server · MySQL · Data Analytics · Big Data Analytics · Microsoft Excel · Power BI,https://wuzzuf.net/jobs/p/6epvnb3zmh9z-data-analyst-instructor-excel-power-bi-epsilonai-cairo-egypt,Data Analysis,"['entry level', 'it/software development', 'analyst/research', 'education/teaching', 'data analysis', 'database sql server', 'mysql', 'data analytics', 'big data analytics', 'microsoft excel', 'power bi']",entry level it/software development analyst/research education/teaching data analysis database sql server mysql data analytics big data analytics microsoft excel power bi,entry level it/software development analyst/research education/teaching data analysis database sql server mysql analytics big microsoft excel power bi,"['analyst/research', 'education/teaching', 'data analysis', 'database sql server', 'mysql', 'data analytics', 'big data analytics', 'microsoft excel', 'power bi']",analyst/research education/teaching data analysis database sql server mysql data analytics big data analytics microsoft excel power bi
Data Scientist & Instructor,EpsilonAI ,"Nasr City, Cairo, Egypt",Full Time,Hybrid,18 days ago,Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Data Science · Machine Learning · Python Programming · Teaching & Instruction · Curriculum Development · Statistical Analysis · Communication,https://wuzzuf.net/jobs/p/ttpgt6yzzqfy-data-scientist-instructor-epsilonai-cairo-egypt,Data Science,"['entry level', 'it/software development', 'training/instructor', 'data science', 'machine learning', 'python programming', 'teaching  instruction', 'curriculum development', 'statistical analysis', 'communication']",entry level it/software development training/instructor data science machine learning python programming teaching  instruction curriculum development statistical analysis communication,entry level it/software development training/instructor data science machine learning python programming teaching instruction curriculum statistical analysis communication,"['training/instructor', 'data science', 'machine learning', 'python programming', 'teaching  instruction', 'curriculum development', 'statistical analysis', 'communication']",training/instructor data science machine learning python programming teaching  instruction curriculum development statistical analysis communication
IT Lead,Sutherland ,"Alexandria, Egypt",Full Time,On-site,18 days ago,Manager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · business · Computer Engineering · Development · Computer Science · Engineering · Management · MCSE · Networking,https://wuzzuf.net/jobs/p/yyshokpjklle-it-lead-sutherland-alexandria-egypt,Backend,"['manager', 'it/software development', 'business', 'computer engineering', 'development', 'computer science', 'management', 'mcse', 'networking']",manager it/software development business computer engineering development computer science management mcse networking,it/software development business computer science management mcse networking,"['business', 'computer engineering', 'development', 'computer science', 'management', 'mcse', 'networking']",business computer engineering development computer science management mcse networking
Sales Account Manager,iNetwork Solutions ,"6th of October, Giza, Egypt",Full Time,On-site,18 days ago,Entry Level · 1 - 5 Yrs of Exp · Business Development · Customer Service/Support · IT/Software Development · Business Development · Account Management · Problem Solving · Time Management · Presentation Skills · Negotiation · Market Analy,https://wuzzuf.net/jobs/p/6d6rdax3kr3b-sales-account-manager-inetwork-solutions-giza-egypt,Full Stack,"['entry level', 'business development', 'customer service/support', 'it/software development', 'account management', 'problem solving', 'time management', 'presentation skills', 'negotiation', 'market analy']",entry level business development customer service/support it/software development account management problem solving time management presentation skills negotiation market analy,entry level business development customer service/support it/software account management problem solving time presentation skills negotiation market analy,"['business development', 'account management', 'problem solving', 'time management', 'presentation skills', 'negotiation', 'market analy']",business development account management problem solving time management presentation skills negotiation market analy
System Administrator,Mahgoub Group ,"Nasr City, Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Communication skills · computer · System Administration · Engineering · Information Technology (IT) · sy,https://wuzzuf.net/jobs/p/iapjhdj6qgne-system-administrator-mahgoub-group-cairo-egypt,Backend,"['experienced', 'installation/maintenance/repair', 'it/software development', 'communication', 'communication skills', 'computer', 'system administration', 'sy']",experienced installation/maintenance/repair it/software development communication communication skills computer system administration sy,it/software development communication skills computer system administration sy,"['communication', 'communication skills', 'computer', 'system administration', 'sy']",communication communication skills computer system administration sy
Backend Developer,WeLyra  ,"New Cairo, Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backend Development · Database Management · Version Control (Git) · Problem Solving · System Optimizatio,https://wuzzuf.net/jobs/p/rpn6ptsedbwh-backend-developer-welyra-cairo-egypt,Backend,"['experienced', 'it/software development', 'backend development', 'database management', 'version control (git)', 'problem solving', 'system optimizatio']",experienced it/software development backend development database management version control (git) problem solving system optimizatio,it/software development backend database management version control git problem solving system optimizatio,"['backend development', 'database management', 'version control (git)', 'problem solving', 'system optimizatio']",backend development database management version control (git) problem solving system optimizatio
Drupal Technical Lead,ThePlatforms ,"Cairo, Egypt",Part Time,Remote,18 days ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Drupal Development · MySQL · Agile Methodologies · API Integration · Team Leadership · PHP · Drupal · Drupal AI · AI,https://wuzzuf.net/jobs/p/knlft6ic5xci-drupal-technical-lead-theplatforms-cairo-egypt,Full Stack,"['experienced', 'it/software development', 'drupal development', 'mysql', 'agile methodologies', 'api integration', 'team leadership', 'php', 'drupal', 'drupal ai', 'ai']",experienced it/software development drupal development mysql agile methodologies api integration team leadership php drupal drupal ai ai,it/software development drupal mysql agile methodologies api integration team leadership php ai,"['drupal development', 'mysql', 'agile methodologies', 'api integration', 'team leadership', 'php', 'drupal', 'drupal ai', 'ai']",drupal development mysql agile methodologies api integration team leadership php drupal drupal ai ai
Help Desk Specialist,Confidential ,"6th of October, Giza, Egypt",Full Time,On-site,18 days ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Technical Support · Customer Service · Help Desk Management · IT Support · HelpDesk · ERP Software · CRM Software · Software Develop,https://wuzzuf.net/jobs/p/p9yil1btq348-help-desk-specialist-giza-egypt,Quality Control,"['entry level', 'it/software development', 'technical support', 'customer service', 'help desk management', 'it support', 'helpdesk', 'erp software', 'crm software', 'software develop']",entry level it/software development technical support customer service help desk management it support helpdesk erp software crm software software develop,entry level it/software development technical support customer service help desk management helpdesk erp crm develop,"['technical support', 'customer service', 'help desk management', 'it support', 'helpdesk', 'erp software', 'crm software', 'software develop']",technical support customer service help desk management it support helpdesk erp software crm software software develop
Full Stack Developer - PHP & Laravel,Softxpert Incorporation  ,"Bolkly, Alexandria, Egypt",Full Time,Hybrid,18 days ago,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Information Technology (IT) · Laravel · Software · Software Development · Software Engineering · PHP · Angula,https://wuzzuf.net/jobs/p/2p1tyyqjnu3m-full-stack-developer-php-laravel-softxpert-incorporation-alexandria-egypt,Full Stack,"['experienced', 'it/software development', 'computer science', 'laravel', 'php', 'angula']",experienced it/software development computer science laravel php angula,it/software development computer science laravel php angula,"['computer science', 'laravel', 'php', 'angula']",computer science laravel php angula
IT Support Engineer,Al Rabat ,"New Cairo, Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 2 - 4 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · CCNA · Technical Support · Help Desk · Network · Information Technology (IT) · Computer Science · Troubleshooting,https://wuzzuf.net/jobs/p/gkjfzaie9czd-it-support-engineer-al-rabat-cairo-egypt,Backend,"['experienced', 'it/software development', 'ccna', 'technical support', 'help desk', 'network', 'computer science', 'troubleshooting']",experienced it/software development ccna technical support help desk network computer science troubleshooting,it/software development ccna technical support help desk network computer science troubleshooting,"['ccna', 'technical support', 'help desk', 'network', 'computer science', 'troubleshooting']",ccna technical support help desk network computer science troubleshooting
DevOps Supervisor,Confidential ,"Cairo, Egypt",Full Time,Hybrid,18 days ago,Manager · 6 - 8 Yrs of Exp · IT/Software Development · Azure DevOps Server · Oracle · DevOps · VPN · Gitlab · OpenStack · OpenShift · Redhat · Containerization,https://wuzzuf.net/jobs/p/tqrlg23i33nr-devops-supervisor-cairo-egypt,Backend,"['manager', 'it/software development', 'azure devops server', 'oracle', 'devops', 'vpn', 'gitlab', 'openstack', 'openshift', 'redhat', 'containerization']",manager it/software development azure devops server oracle devops vpn gitlab openstack openshift redhat containerization,it/software development azure devops server oracle vpn gitlab openstack openshift redhat containerization,"['azure devops server', 'oracle', 'devops', 'vpn', 'gitlab', 'openstack', 'openshift', 'redhat', 'containerization']",azure devops server oracle devops vpn gitlab openstack openshift redhat containerization
Computer lab assistant,British University of Egypt ,"Shorouk City, Cairo, Egypt",Full Time,On-site,18 days ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Hardware Maintenance · Customer Servic,https://wuzzuf.net/jobs/p/m7vjpgnxpwgp-computer-lab-assistant-british-university-of-egypt-cairo-egypt,Quality Control,"['entry level', 'it/software development', 'computer hardware maintenance', 'customer servic']",entry level it/software development computer hardware maintenance customer servic,entry level it/software development computer hardware maintenance customer servic,"['computer hardware maintenance', 'customer servic']",computer hardware maintenance customer servic
ERP Technical Support,TAB ERP Solutions ,"New Cairo, Cairo, Egypt",Full Time,Hybrid,18 days ago,Experienced · 2+ Yrs of Exp · Customer Service/Support · IT/Software Development · Accounting · SQL · Technical Support · Customer · ERP · Customer Service · Analysis · Computer Scienc,https://wuzzuf.net/jobs/p/fhpmsxaes1zy-erp-technical-support-tab-erp-solutions-cairo-egypt,Data Analysis,"['experienced', 'customer service/support', 'it/software development', 'accounting', 'sql', 'technical support', 'customer', 'erp', 'customer service', 'analysis', 'computer scienc']",experienced customer service/support it/software development accounting sql technical support customer erp customer service analysis computer scienc,customer service/support it/software development accounting sql technical support erp service analysis computer scienc,"['accounting', 'sql', 'technical support', 'customer', 'erp', 'customer service', 'analysis', 'computer scienc']",accounting sql technical support customer erp customer service analysis computer scienc
IT Trainer,IT Pillars ,"Nasr City, Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · IT Training · Instructional Design · Technical Communication · Presentation Skills · Needs Assessment · Software Proficiency,https://wuzzuf.net/jobs/p/a8p0s4gljvfk-it-trainer-it-pillars-cairo-egypt,UI/UX,"['experienced', 'it/software development', 'training/instructor', 'it training', 'instructional design', 'technical communication', 'presentation skills', 'needs assessment', 'software proficiency']",experienced it/software development training/instructor it training instructional design technical communication presentation skills needs assessment software proficiency,it/software development training/instructor training instructional design technical communication presentation skills needs assessment proficiency,"['training/instructor', 'it training', 'instructional design', 'technical communication', 'presentation skills', 'needs assessment', 'software proficiency']",training/instructor it training instructional design technical communication presentation skills needs assessment software proficiency
Senior Data Base Engineer,Amreyah Cement ,"Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · computer science · IT · Software Engineering · database · database engineering · Administration · Microsoft · MySQL,https://wuzzuf.net/jobs/p/p6wmvir6olpv-senior-data-base-engineer-amreyah-cement-cairo-egypt,Backend,"['experienced', 'it/software development', 'computer science', 'database', 'database engineering', 'administration', 'microsoft', 'mysql']",experienced it/software development computer science database database engineering administration microsoft mysql,it/software development computer science database administration microsoft mysql,"['computer science', 'database', 'database engineering', 'administration', 'microsoft', 'mysql']",computer science database database engineering administration microsoft mysql
Software Developer,HITS Solutions ,"Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · AWS · JavaScript · React · Software Development · Communication · Negotiation · Multitasking,https://wuzzuf.net/jobs/p/rdkijummsleh-software-developer-hits-solutions-cairo-egypt,Full Stack,"['experienced', 'it/software development', 'angular', 'aws', 'javascript', 'react', 'communication', 'negotiation', 'multitasking']",experienced it/software development angular aws javascript react communication negotiation multitasking,it/software development angular aws javascript react communication negotiation multitasking,"['angular', 'aws', 'javascript', 'react', 'communication', 'negotiation', 'multitasking']",angular aws javascript react communication negotiation multitasking
IT System Administrator Team Leader,Transmar International  ,"Cairo, Egypt",Full Time,On-site,18 days ago,Manager · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · IT · Vmware · Troubleshooting · System Administratio,https://wuzzuf.net/jobs/p/74vfkhnehz2d-it-system-administrator-team-leader-transmar-international-cairo-egypt,Backend,"['manager', 'installation/maintenance/repair', 'it/software development', 'computer engineering', 'computer science', 'vmware', 'troubleshooting', 'system administratio']",manager installation/maintenance/repair it/software development computer engineering computer science vmware troubleshooting system administratio,it/software development computer science vmware troubleshooting system administratio,"['computer engineering', 'computer science', 'vmware', 'troubleshooting', 'system administratio']",computer engineering computer science vmware troubleshooting system administratio
Senior Unity Game Developer (Educational Games),Dar Al-Jeel Al-Jadeed Publishing and Distribution ,"Cairo, Egypt",Full Time,Remote,18 days ago,Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Unity · C# Programming · Educational Game Development · Game Design · Unity 3D,https://wuzzuf.net/jobs/p/7okztapaxu5x-senior-unity-game-developer-educational-games-dar-al-jeel-al-jadeed-publishing-and-distribution-cairo-egypt,Full Stack,"['experienced', 'it/software development', 'project/program management', 'unity', 'c programming', 'educational game development', 'game design', 'unity 3d']",experienced it/software development project/program management unity c programming educational game development game design unity 3d,it/software development project/program management unity c programming educational game design 3d,"['project/program management', 'unity', 'c programming', 'educational game development', 'game design', 'unity 3d']",project/program management unity c programming educational game development game design unity 3d
Software Sales Specialist,Confidential ,"Sheraton, Cairo, Egypt",Full Time,On-site,18 days ago,Experienced · 2 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Communication · ERP · CRM · Odoo · IT · sales skills · Softwar,https://wuzzuf.net/jobs/p/laoqbpqts8uq-software-sales-specialist-cairo-egypt,Full Stack,"['experienced', 'customer service/support', 'it/software development', 'sales/retail', 'communication', 'erp', 'crm', 'odoo', 'sales skills', 'softwar']",experienced customer service/support it/software development sales/retail communication erp crm odoo sales skills softwar,customer service/support it/software development communication erp crm odoo sales skills softwar,"['communication', 'erp', 'crm', 'odoo', 'sales skills', 'softwar']",communication erp crm odoo sales skills softwar
Website Administrator,Hamad Hasan Clothing ,"Cairo, Egypt",Full Time,Remote,19 days ago,Experienced · 2 - 5 Yrs of Exp · Administration · IT/Software Development · Magento · Information Technology (IT) · Web Development · E-Commerce · Website Administration · Data Entry · Software Development · ERP Softwar,https://wuzzuf.net/jobs/p/rensmhxkta4j-website-administrator-hamad-hasan-clothing-cairo-egypt,Full Stack,"['experienced', 'administration', 'it/software development', 'magento', 'web development', 'e-commerce', 'website administration', 'data entry', 'erp softwar']",experienced administration it/software development magento web development e-commerce website administration data entry erp softwar,administration it/software development magento web ecommerce website data entry erp softwar,"['administration', 'magento', 'web development', 'e-commerce', 'website administration', 'data entry', 'erp softwar']",administration magento web development e-commerce website administration data entry erp softwar
IT Manager,Naguib Selim ,"Nasr City, Cairo, Egypt",Full Time,On-site,20 days ago,Manager · 7 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Engineering · Software Development · ERP Software · AutoCAD Software · Agile Software · CRM Softwar,https://wuzzuf.net/jobs/p/sn8lgj21qnx6-it-manager-naguib-selim-cairo-egypt,Full Stack,"['manager', 'it/software development', 'erp software', 'autocad software', 'agile software', 'crm software']",manager it/software development erp software autocad software agile software crm software,it/software development erp autocad agile crm,"['erp software', 'autocad software', 'agile software', 'crm software']",erp software autocad software agile software crm software
Full Stack Developer - Paid Internship,Flosyfeen ,"Mansoura, Dakahlia, Egypt",Internship,Remote,20 days ago,Entry Level · IT/Software Development · Engineering - Telecom/Technology · React · Node.js · Firebase · API · JavaScript · Java Development · Java · JavaServer Fac,https://wuzzuf.net/internship/jdd3dfmgisx8-full-stack-developer-paid-internship-flosyfeen-dakahlia-egypt,Full Stack,"['entry level', 'it/software development', 'react', 'node.js', 'firebase', 'api', 'javascript', 'java development', 'java', 'javaserver fac']",entry level it/software development react node.js firebase api javascript java development java javaserver fac,entry level it/software development react node.js firebase api javascript java javaserver fac,"['react', 'node.js', 'firebase', 'api', 'javascript', 'java development', 'java', 'javaserver fac']",react node.js firebase api javascript java development java javaserver fac
Web Designer,Different corner technical office ,"6th of October, Giza, Egypt",Part Time,Remote,21 days ago,Experienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Odoo · Odoo Development · Odoo ERP · Web Design · UI/UX Design · Collaboration · Adobe Creative Su,https://wuzzuf.net/jobs/p/54usixa9qo8h-web-designer-different-corner-technical-office-giza-egypt,UI/UX,"['experienced', 'creative/design/art', 'it/software development', 'odoo', 'odoo development', 'odoo erp', 'web design', 'ui/ux design', 'collaboration', 'adobe creative su']",experienced creative/design/art it/software development odoo odoo development odoo erp web design ui/ux design collaboration adobe creative su,creative/design/art it/software development odoo erp web design ui/ux collaboration adobe creative su,"['creative/design/art', 'odoo', 'odoo development', 'odoo erp', 'web design', 'ui/ux design', 'collaboration', 'adobe creative su']",creative/design/art odoo odoo development odoo erp web design ui/ux design collaboration adobe creative su
IT Associate,Ninos Kids Wear  ,"Maadi, Cairo, Egypt",Full Time,On-site,21 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Network administration · Technical troubleshooting · Hardware and software installation · Problem-solving · Data security · Time management · POS system support · System maintenanc,https://wuzzuf.net/jobs/p/6iphkgxbbs6u-it-associate-ninos-kids-wear-cairo-egypt,Backend,"['experienced', 'it/software development', 'network administration', 'technical troubleshooting', 'hardware and software installation', 'problem-solving', 'data security', 'time management', 'pos system support', 'system maintenanc']",experienced it/software development network administration technical troubleshooting hardware and software installation problem-solving data security time management pos system support system maintenanc,it/software development network administration technical troubleshooting hardware and installation problemsolving data security time management pos system support maintenanc,"['network administration', 'technical troubleshooting', 'hardware and software installation', 'problem-solving', 'data security', 'time management', 'pos system support', 'system maintenanc']",network administration technical troubleshooting hardware and software installation problem-solving data security time management pos system support system maintenanc
Help Desk Specialist / System Support,CARE PHARMACIES ,"Cairo, Egypt",Full Time,On-site,21 days ago,Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Technical troubleshooting · Windows/Mac OS support · Help desk ticketing systems · Hardware and software installation · Remote support tools · User account management · Customer servic,https://wuzzuf.net/jobs/p/ktoeorwqlwpk-help-desk-specialist-system-support-care-pharmacies-cairo-egypt,Quality Control,"['entry level', 'installation/maintenance/repair', 'it/software development', 'technical troubleshooting', 'windows/mac os support', 'help desk ticketing systems', 'hardware and software installation', 'remote support tools', 'user account management', 'customer servic']",entry level installation/maintenance/repair it/software development technical troubleshooting windows/mac os support help desk ticketing systems hardware and software installation remote support tools user account management customer servic,entry level it/software development technical troubleshooting windows/mac os support help desk ticketing systems hardware and installation remote tools user account management customer servic,"['technical troubleshooting', 'windows/mac os support', 'help desk ticketing systems', 'hardware and software installation', 'remote support tools', 'user account management', 'customer servic']",technical troubleshooting windows/mac os support help desk ticketing systems hardware and software installation remote support tools user account management customer servic
Chatbot Developer,Efada Technology ,"6th of October, Giza, Egypt",Full Time,Hybrid,21 days ago,Entry Level · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · Software Development · Data Structures · Docker · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/lj1v1omrtgfv-chatbot-developer-efada-technology-giza-egypt,Full Stack,"['entry level', 'installation/maintenance/repair', 'it/software development', 'apis', 'computer science', 'data structures', 'docker', 'linux']",entry level installation/maintenance/repair it/software development apis computer science data structures docker linux,entry level it/software development apis computer science data structures docker linux,"['apis', 'computer science', 'data structures', 'docker', 'linux']",apis computer science data structures docker linux
