course_id,course_title,url,level,subject,FrameWork,Language
65493,Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,All Levels,Web / FrontEnd,-,CSS
32649,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,All Levels,Data Analysis,SQL,-
1045862,Create eye-catching WordPress website from scratch,https://www.udemy.com/create-eye-catching-wordpress-website-from-scratch/,Beginner Level,WordPress,WordPress,-
99826,Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,Beginner Level,Web / FrontEnd,-,HTML
1236746,WordPress Tips and Tricks,https://www.udemy.com/wordpress-tips-and-tricks/,Intermediate Level,WordPress,WordPress,-
1110756,HTML Tutorials : HTML Code for Website Creating,https://www.udemy.com/html-code-for-website/,All Levels,Web / FrontEnd,-,HTML/CSS
595728,Complete HTML5 and CSS3 Course +1 Start to Finish Project,https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/,All Levels,Web / FrontEnd,-,HTML/CSS
1231872,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,https://www.udemy.com/web-development-with-html-css-bootstrap-jquery-for-beginners/,Beginner Level,JavaScript Library,jQuery,-
876850,HTML5 Specialist: Comprehensive HTML5 Training,https://www.udemy.com/html5-specialist/,All Levels,Web / FrontEnd,-,HTML
113518,CSS and CSS3 For Absolute Beginners,https://www.udemy.com/css-and-css3-for-absolute-beginners/,Beginner Level,Web / FrontEnd,-,CSS
1111552,Build a Complete JQuery Plugin (Image Pop-up Dialog),https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/,All Levels,JavaScript Library,jQuery,-
834924,How to create HTML Forms,https://www.udemy.com/how-to-create-html-forms/,Beginner Level,Web / FrontEnd,-,HTML
764042,ReactJS and Flux: Learn By Building 10 Projects,https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/,All Levels,Web / FrontEnd,React,-
838418,PHP Date and Time Course by Edwin Diaz,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,All Levels,Backend,PHP,-
669536,Hit the ground running with AngularJS with Dion Yang,https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/,All Levels,Web / FrontEnd,Angular,-
511378,Learn CSS Transition and Animation ,https://www.udemy.com/css-transition-and-animation/,All Levels,Web / FrontEnd,-,CSS
553582,Learn JavaScript from scratch,https://www.udemy.com/learn-javascript-from-scratch/,Beginner Level,Web / FrontEnd,-,javascript
566920,WordPress for Beginners - Tutorial - From Novice to Know-How,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/,Beginner Level,WordPress,WordPress,-
986442,JavaScript Tutorial,https://www.udemy.com/lets-learn-javascript-by-coding/,All Levels,Web / FrontEnd,-,javascript
936182,Learn By Example: Angular JS,https://www.udemy.com/learn-by-example-angular-js/,All Levels,Web / FrontEnd,Angular,-
547298,WordPress LMS: E-Learning Website Made Easy,https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/,All Levels,WordPress,WordPress,-
294794,Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,Beginner Level,Web / FrontEnd,-,HTML
955818,Jquery :basics for beginners,https://www.udemy.com/jquery-basics-for-beginners/,All Levels,JavaScript Library,jQuery,-
65330,Web Development By Doing: HTML / CSS From Scratch,https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,Beginner Level,Web / FrontEnd,-,HTML/CSS
173548,Build Your First Website in 1 Week with HTML5 and CSS3,https://www.udemy.com/build-your-first-website-in-1-week/,Beginner Level,Web / FrontEnd,-,HTML
1183094,"ASP.NET Core MVC, Quick and Practical",https://www.udemy.com/aspnet-core-mvc-quick-and-practical/,Intermediate Level,Backend,.NET,C#
738360,Better way towards CSS using Less and Sass,https://www.udemy.com/better-way-towards-css-using-less-and-sass/,All Levels,Web / FrontEnd,-,CSS
650328,JavaScript Complete for beginners with real world Apps,https://www.udemy.com/javascript-complete-and-comprehensive/,All Levels,Web / FrontEnd,-,javascript
69414,Creating a Responsive HTML Email,https://www.udemy.com/creating-responsive-html-email/,All Levels,Web / FrontEnd,-,HTML
500628,Angular 2 Demystified,https://www.udemy.com/introduction-to-angular2/,All Levels,Web / FrontEnd,Angular,-
384078,Learn HTML Fast and Easy!,https://www.udemy.com/learn-to-code-html/,Beginner Level,Web / FrontEnd,-,HTML
977516,Wordpress for Non-Technical People,https://www.udemy.com/wordpress-for-non-technical-people/,Beginner Level,WordPress,WordPress,-
997750,ASP NET CORE - ANGULAR 2 E-Commerce App,https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/,All Levels,Web / FrontEnd,Angular,-
316704,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,Beginner Level,Web / FrontEnd,-,javascript
1062686,Complete RESPONSIVE Website Design with HTML5 & CSS3,https://www.udemy.com/website_design/,Beginner Level,Web / FrontEnd,-,HTML
1082996,Pimcore Developer: Implement a Blog from a Bootstrap Theme,https://www.udemy.com/enterprise-cms-applied-implement-a-website-with-pimcore/,All Levels,Web / FrontEnd,Bootstrap,-
476408,"Learn HTML, A practical guide from scratch to HTML 5",https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/,All Levels,Web / FrontEnd,-,HTML
1124244,JavaScript Tutorial: Learn JavaScript Code for Beginners,https://www.udemy.com/javascript-tutorial-for-beginners/,Beginner Level,Web / FrontEnd,-,javascript
576694,Ultimate WordPress Plugin Course,https://www.udemy.com/wordpress-plugin-course/,All Levels,WordPress,WordPress,-
527952,PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,All Levels,Backend,PHP,-
745306,"Build Realtime Apps | React Js, Golang & RethinkDB",https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/,All Levels,Web / FrontEnd,React,-
941998,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",https://www.udemy.com/master-electron/,Intermediate Level,Web / FrontEnd,-,javascript
1204208,Mastering Micro Services Using Java Spring Boot,https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/,All Levels,Java,Spring,-
957422,How to Create A Website: An HTML Tutorial and CSS Tutorial,https://www.udemy.com/html-tutorial/,All Levels,Web / FrontEnd,-,HTML
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,All Levels,Web / FrontEnd,-,javascript
1270392,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",https://www.udemy.com/the-complete-javascript-html-and-css-tutorial-for-beginners/,Beginner Level,Web / FrontEnd,-,javascript
991094,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/,All Levels,Web / FrontEnd,Bootstrap,-
695656,The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,All Levels,Web / FrontEnd,-,javascript
1267892,Getting started with JavaScript,https://www.udemy.com/javascript-code/,Beginner Level,Web / FrontEnd,-,javascript
445534,Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,Intermediate Level,Web / FrontEnd,Angular,-
987666,Learn React : The World's Most Lucrative JavaScript Library,https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/,Beginner Level,Web / FrontEnd,React,-
983534,Try AngularJS: Beginner's Guide to Front End Web Development,https://www.udemy.com/try-angularjs/,Beginner Level,Web / FrontEnd,Angular,-
563248,JavaScript Step by Step how to apply it to your web pages,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,All Levels,Web / FrontEnd,-,javascript
1140532,Explore JavaScript Beginners Guide to Coding JavaScript,https://www.udemy.com/javascript-beginners-course/,Beginner Level,Web / FrontEnd,-,javascript
701636,Learn Web Scraping with Node.js,https://www.udemy.com/web-scraping-nodejs/,All Levels,Backend,Nodejs,-
797832,Getting Started with WordPress 2016,https://www.udemy.com/getting-started-with-wordpress-cms/,Beginner Level,WordPress,WordPress,-
41295,Learn HTML5 Programming From Scratch,https://www.udemy.com/learn-html5-programming-from-scratch/,All Levels,Web / FrontEnd,-,HTML
984072,"Build Modern Websites Quick With HTML,CSS and Bootstrap",https://www.udemy.com/build-modern-websites-quick-with-htmlcss-and-bootstrap/,Beginner Level,Web / FrontEnd,Bootstrap,-
683606,The Ultimate WordPress Boot Camp: Build 7 Websites,https://www.udemy.com/the-ultimate-wordpress-boot-camp-build-multiple-websites/,Intermediate Level,WordPress,WordPress,-
429364,Master the Basics of HTML5 & CSS3: Beginner Web Development,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,Beginner Level,Web / FrontEnd,-,HTML/CSS
1016388,Projects In ReactJS - The Complete React Learning Course,https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/,Intermediate Level,Web / FrontEnd,React,-
978852,Beginning Web development Learn the basics of HTML,https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/,Beginner Level,Web / FrontEnd,-,HTML
1148342,Step by Step Build Your Template by Bootstrap 4 from scratch,https://www.udemy.com/bootstrap-v4/,Beginner Level,Web / FrontEnd,Bootstrap,-
1199780,Hosting your static website on Amazon AWS S3 service,https://www.udemy.com/hosting-a-static-website-on-amazon-aws-s3-service/,Beginner Level,Cloud,AWS,-
648118,JavaScript Rockstar How to create Incredible Useful code,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,All Levels,Web / FrontEnd,-,javascript
863812,Spring Core DevOps on AWS,https://www.udemy.com/spring-core-devops-on-aws/,Intermediate Level,Java,Spring,-
752432,How to Create a Website Without Coding - WordPress 2016,https://www.udemy.com/how-to-create-a-website-wordpress-2016/,Beginner Level,WordPress,WordPress,-
639848,PHP Graphic Techniques: CAPTCHA/ Create a verification code,https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/,All Levels,Backend,PHP,-
942366,Introductory To HTML and CSS,https://www.udemy.com/introductory-to-html-and-css/,Beginner Level,Web / FrontEnd,-,HTML/CSS
1103448,Learn how to convert PSD to HTML and CSS responsive,https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/,All Levels,Web / FrontEnd,-,HTML/CSS
945602,PHP User Login Registration Script With All Features,https://www.udemy.com/php-user-login-registration-system/,All Levels,Backend,PHP,-
866384,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,https://www.udemy.com/advanced-wordpress-topics-post-types-taxonomies-metaboxes/,Intermediate Level,WordPress,WordPress,-
17887,JavaScript with BackboneJS and Bootstrap CSS - Advanced,https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/,Intermediate Level,Web / FrontEnd,-,javascript
708558,Learn HTML Basics From Scratch,https://www.udemy.com/learn-html-from-scratch/,All Levels,Web / FrontEnd,-,HTML
783686,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,https://www.udemy.com/dynamic-prototypes-in-javascript/,All Levels,Web / FrontEnd,-,javascript
344224,Java Spring Security,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,Intermediate Level,Java,Spring,-
235104,Responsive Html5 Theme Development,https://www.udemy.com/responsive-html5-theme-development/,All Levels,Web / FrontEnd,-,HTML
598970,What’s New in Bootstrap 4,https://www.udemy.com/bootstrap4/,All Levels,Web / FrontEnd,Bootstrap,-
543346,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,https://www.udemy.com/react-js/,Intermediate Level,Web / FrontEnd,React,-
579182,Wordpress Essentials: Useful Plugins,https://www.udemy.com/wordpress-essentials-useful-plugins/,Beginner Level,WordPress,WordPress,-
1071060,Django by Example,https://www.udemy.com/django-by-example/,Expert Level,Backend,Django ,-
235990,Build A Great Wordpress Website For Your Business in 2 Hours,https://www.udemy.com/build-a-great-wordpress-website-for-your-business-in-2-hours/,All Levels,WordPress,WordPress,-
469678,Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,https://www.udemy.com/wordpress-on-aws-the-easy-way-to-aws-for-free-fast-hosting-amazon/,All Levels,WordPress,WordPress,-
601260,Mastering AngularJS UI Development,https://www.udemy.com/mastering-angularjs-ui-development/,Expert Level,Web / FrontEnd,Angular,-
687642,Custom Theme Creation for WordPress using HTML5 and CSS3,https://www.udemy.com/custom-theme-creation-for-wordpress/,Beginner Level,WordPress,WordPress,-
654422,Create a PHP Contact Form in Bootstrap,https://www.udemy.com/bootstrap-php-contact-form/,All Levels,Backend,PHP,-
902748,Introduction To Data Analytics Using Microsoft Power BI,https://www.udemy.com/data-analytics-powerbi/,All Levels,Data Analysis,Power BI,-
634754,HTML Made Simple For Beginners: Create a One Page Website,https://www.udemy.com/html-made-simple-create-your-own-webpage-step-by-step/,Beginner Level,Web / FrontEnd,-,HTML/CSS
773824,"Learn By Example: The Foundations of HTML, CSS & Javascript",https://www.udemy.com/learn-by-example-html-css-javascript/,All Levels,Web / FrontEnd,-,javascript
846578,JavaScript manipulation of the DOM Document Object Model,https://www.udemy.com/javascript-manipulation-of-the-dom-document-object-model/,Beginner Level,Web / FrontEnd,-,javascript
975060,Learn React JS from scratch,https://www.udemy.com/learn-react-js-from-scratch/,Beginner Level,Web / FrontEnd,React,-
472526,PHP for Beginners,https://www.udemy.com/learn-php-via-examples-and-mini-tasks/,Beginner Level,Backend,PHP,-
1182108,Symfony 3: Build a PHP Application with Symfony,https://www.udemy.com/learn-symfony/,All Levels,Backend,PHP,-
1156648,Learn ASP.Net Web API 2 for Absolute Beginner,https://www.udemy.com/learn-aspnet-web-api-2-for-absolute-beginner/,All Levels,Backend,.NET,C#
389240,How to Make a Website Without Coding- WordPress & Web Skills,https://www.udemy.com/make-a-website-without-code-wordpress-course/,All Levels,WordPress,WordPress,-
1011550,Build Sign Up and Login Forms With Bootstrap Modal,https://www.udemy.com/build-sign-up-and-login-forms-with-bootstrap-modal/,All Levels,Web / FrontEnd,Bootstrap,-
409618,"Build a Real Time web app in node.js , Angular.js, mongoDB",https://www.udemy.com/realtime-meanstack/,All Levels,Web / FrontEnd,Angular,-
1226008,Superb jQuery Course - Become Certified jQuery Developer,https://www.udemy.com/superb-jquery-course/,All Levels,JavaScript Library,jQuery,-
1169848,"Build Your Own Calculator App with Javascript, HTML5 & CSS",https://www.udemy.com/create-a-calculator-web-app-with-javascript-html-css/,All Levels,Web / FrontEnd,-,javascript
896858,The Complete WordPress Development & Customization Course,https://www.udemy.com/the-complete-wordpress-development-customization-course/,Expert Level,WordPress,WordPress,-
696016,HTML CSS Easy steps to create a web template from scratch,https://www.udemy.com/html-css-easy-steps-to-create-a-web-template-from-scratch/,Beginner Level,Web / FrontEnd,-,HTML/CSS
993148,Learn jQuery AJAX in 1 hour,https://www.udemy.com/jquery-ajax-course/,Intermediate Level,JavaScript Library,jQuery,-
1145206,Develop Competitive Plugins for WordPress and WooCommerce,https://www.udemy.com/develop-competitive-plugins-for-wordpress-and-woocommerce/,All Levels,WordPress,WordPress,-
1017116,Get to know HTML Learn HTML Basics,https://www.udemy.com/html-online-course/,Beginner Level,Web / FrontEnd,-,HTML/CSS
1243474,Ultimate Css & JQuery Form Designing From Beginner to Expert,https://www.udemy.com/ultimate-css-web-form-designing-from-beginner-to-expert/,All Levels,JavaScript Library,jQuery,-
732556,PHP: Complete Registration and Login with Email Verification,https://www.udemy.com/php-complete-registration-and-login-with-email-verification/,All Levels,Backend,PHP,-
426196,JavaScript from Beginner to Expert,https://www.udemy.com/javascript-from-beginner-to-expert-bring-life-to-your-site/,All Levels,Web / FrontEnd,-,javascript
747552,Build a website HTML5 CSS3 Beginner Course,https://www.udemy.com/how-to-build-a-website-html5-css3-beginner-course/,Beginner Level,Web / FrontEnd,-,HTML
1147064,WordPress For Beginners | No Coding Required,https://www.udemy.com/wordpress-for-beginners-no-coding-required/,All Levels,WordPress,WordPress,-
651780,jQuery For Beginners : A Basic Introduction,https://www.udemy.com/jquery-for-beginners-a-basic-introduction/,Beginner Level,JavaScript Library,jQuery,-
944906,WordPress Plugins and Widgets,https://www.udemy.com/wordpress-plugins-and-widgets/,Beginner Level,WordPress,WordPress,-
674646,PHP Essential How to create build Amazing websites with PHP,https://www.udemy.com/php-essential-how-to-create-build-amazing-websites-with-php/,Beginner Level,Backend,PHP,-
673420,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,https://www.udemy.com/html-css-javascript/,All Levels,Web / FrontEnd,-,javascript
584758,Bootstrap 3 Beginners: Create a Professional Landing Page,https://www.udemy.com/bootstrap-beginners-landing-page/,Beginner Level,Web / FrontEnd,Bootstrap,-
1189280,Introduction to Node.js for Beginners,https://www.udemy.com/introduction-to-nodejs-for-beginners/,Beginner Level,Backend,Nodejs,-
611308,Complete PHP and MySql Course: From Beginner to Professional,https://www.udemy.com/complete-php-mysql-course-for-beginners-start-to-finish/,All Levels,Data Analysis,SQL,-
959604,Angular JS Essentials,https://www.udemy.com/angular-js-crash-course/,Beginner Level,Web / FrontEnd,Angular,-
1049344,How to Start a WordPress Blog - Complete Beginners Guide!,https://www.udemy.com/how-to-start-a-blog-complete-beginners-guide/,Beginner Level,WordPress,WordPress,-
786494,CSS3 Gradients for Web Designers,https://www.udemy.com/css3-gradients/,All Levels,Web / FrontEnd,-,CSS
956888,Tumult Hype Pro Basics: HTML5 Animations Made Easier,https://www.udemy.com/tumult-hype-pro-basics-html5-animations-made-easier/,Beginner Level,Web / FrontEnd,-,HTML
188828,Web Hosting Set Up and WordPress Installation For Beginners,https://www.udemy.com/web-hosting-wordpress-installation-for-beginners/,Beginner Level,WordPress,WordPress,-
1085064,Let's JavaScript!  Code a calculator,https://www.udemy.com/lets-javascript-beginners-coding-projects/,Beginner Level,Web / FrontEnd,-,javascript
1038786,JavaScript from Beginner to Advanced,https://www.udemy.com/javascript-from-beginner-to-advanced/,All Levels,Web / FrontEnd,-,javascript
512000,WordPress Theme Academy with Bootstrap,https://www.udemy.com/bootstrap-to-wordpress-build-custom-responsive-themes/,Intermediate Level,Web / FrontEnd,Bootstrap,-
1254172,Responsive PHP Registration Form: From Scratch,https://www.udemy.com/responsive-php-registration-form/,All Levels,Backend,PHP,-
1240522,Learn Bootstrap And Make Responsive Websites,https://www.udemy.com/learn-bootstrap-and-make-responsive-websites/,All Levels,Web / FrontEnd,Bootstrap,-
903526,HTML Web Development Crash Course,https://www.udemy.com/html-tutorials/,Beginner Level,Web / FrontEnd,-,HTML
53256,Bootstrap Basics: Program Responsive Websites,https://www.udemy.com/code-responsive-website-twitter-bootstrap/,All Levels,Web / FrontEnd,Bootstrap,-
947498,Web Design HTML CSS How to Create a Website from Scratch,https://www.udemy.com/html-css-how-to-create-a-website-from-scratch/,Beginner Level,Web / FrontEnd,-,HTML/CSS
761768,"Create Complete Sign up System using PHP, jQuery and Ajax",https://www.udemy.com/create-sign-up-system-using-jquery-ajax-and-php/,All Levels,Backend,PHP,-
881210,Learn Complete WordPress for Building a Professional Sites,https://www.udemy.com/learn-complete-wordpress-for-building-a-professional-sites/,All Levels,WordPress,WordPress,-
767656,Bootstrap Essential Training - Create Your Very Own Website,https://www.udemy.com/ultimate-bootstrap-basics-course-with-2-projects/,All Levels,Web / FrontEnd,Bootstrap,-
671960,Angular 2 Jump Start With Typescript,https://www.udemy.com/angular-2-jump-start-with-typescript/,All Levels,Web / FrontEnd,Angular,-
686764,Learn Plugin Development in WordPress By Building  Projects,https://www.udemy.com/learn-plugin-development-in-wordpress-by-building-projects/,All Levels,WordPress,WordPress,-
834600,The Web Developers Guide: Learn HTML & CSS Fundamentals,https://www.udemy.com/become-a-professional-html-and-css-web-developer/,All Levels,Web / FrontEnd,-,HTML/CSS
690788,Learn PHP Programming for Absolute Beginners - Lite,https://www.udemy.com/learn-php-programming-for-absolute-beginners-lite/,All Levels,Backend,PHP,-
1023668,Supreme NodeJS Course - For Beginners,https://www.udemy.com/supreme-node-js-course/,All Levels,Backend,Nodejs,-
482404,CSS3 for beginners,https://www.udemy.com/css-learn-css-from-scratch/,Beginner Level,Web / FrontEnd,-,CSS
624578,Javascript for beginners,https://www.udemy.com/java-script-quick-beginner-introduction/,Beginner Level,Web / FrontEnd,-,javascript
753940,Become a Bootstrap Expert: Build 20 Layouts!,https://www.udemy.com/become-a-bootstrap-expert-build-20-layouts/,All Levels,Web / FrontEnd,Bootstrap,-
862428,PHP : Learn to upload files to Amazon S3 and use CloudFront,https://www.udemy.com/php-learn-to-upload-files-to-amazon-s3-and-use-cloudfront/,All Levels,Backend,PHP,-
739770,PHP MySQL: Learn PHP MySQL with Project,https://www.udemy.com/php-mysql-project-learning/,All Levels,Data Analysis,SQL,-
599532,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,https://www.udemy.com/how-to-set-up-a-wordpress-website-custom-domain-in-30-mins/,Beginner Level,WordPress,WordPress,-
270808,Projects in Django and Python,https://www.udemy.com/projects-in-django-and-python/,All Levels,Backend,Django ,-
589342,Learn HTML - The programming language to build a webpage!,https://www.udemy.com/takethefirststep/,Beginner Level,Web / FrontEnd,-,HTML/CSS
37684,Learn To Program JavaScript (in ten easy steps),https://www.udemy.com/learn-to-program-javascript-in-ten-easy-steps/,Beginner Level,Web / FrontEnd,-,javascript
964118,Bootstrap :basics for beginners,https://www.udemy.com/bootstrap-basics-for-beginners/,All Levels,Web / FrontEnd,Bootstrap,-
212374,Introduction to CSS Development,https://www.udemy.com/refactoru-intro-to-css/,Beginner Level,Web / FrontEnd,-,CSS
970252,PHP :basics for beginners,https://www.udemy.com/php-basics-for-beginners-new/,All Levels,Backend,PHP,-
442504,Build an HTML5 and CSS3 Website in 35 Minutes,https://www.udemy.com/build-an-html5-and-css3-website-in-35-minutes/,Beginner Level,Web / FrontEnd,-,HTML/CSS
1121650,Angular 2 Routing: Up And Running,https://www.udemy.com/angular-2-routing-up-and-running/,Intermediate Level,Web / FrontEnd,Angular,-
72262,1 hour jQuery,https://www.udemy.com/1-hour-jquery/,Beginner Level,JavaScript Library,jQuery,-
443746,The WpFASTER WordPress Speed Optimization Master Course,https://www.udemy.com/make-your-wordpress-sites-fastest-in-world/,All Levels,WordPress,WordPress,-
416282,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,https://www.udemy.com/build-your-own-website-with-wordpress-a-step-by-step-guide/,All Levels,WordPress,WordPress,-
645714,Build Apps with ReactJS: The Complete Course,https://www.udemy.com/build-apps-with-reactjs-the-complete-course/,All Levels,Web / FrontEnd,React,-
683394,The complete HTML5 course,https://www.udemy.com/learn-html-by-building-websites/,Beginner Level,Web / FrontEnd,-,HTML
311916,Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,Intermediate Level,Web / FrontEnd,Bootstrap,-
1009166,Lerning PHP by building website,https://www.udemy.com/lerning-php-by-building-website/,All Levels,Backend,PHP,-
947116,Learn PHP Object Oriented Features with Simple Examples,https://www.udemy.com/learn-php-object-oriented-features-with-simple-examples/,All Levels,Backend,PHP,-
835712,Crash Course - Learn to Create a PHP MVC Framework,https://www.udemy.com/crash-course-learn-to-create-a-php-mvc-framework/,All Levels,Backend,PHP,-
745120,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/,All Levels,Web / FrontEnd,-,CSS
795278,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",https://www.udemy.com/learn-laravel-by-doing/,All Levels,JavaScript Library,jQuery,-
8324,Javascript for Beginners,https://www.udemy.com/beginning-javascript/,All Levels,Web / FrontEnd,-,javascript
756914,MongooseJS Essentials - Learn MongoDB for Node.js,https://www.udemy.com/mongoosejs-essentials/,Beginner Level,Web / FrontEnd,-,javascript
570848,WordPress Plugin Development -> Deep dive discovery!,https://www.udemy.com/wordpress-plugin/,All Levels,WordPress,WordPress,-
714678,Learn Ajax and jquery with PHP,https://www.udemy.com/learn-ajax-and-jquery-with-php/,Beginner Level,Backend,PHP,-
791610,Create a business website with WordPress,https://www.udemy.com/create-a-business-website-with-wordpress/,All Levels,WordPress,WordPress,-
631472,DesktopServer : Install WordPress Locally  - Work Anywhere!,https://www.udemy.com/desktopserver/,Beginner Level,WordPress,WordPress,-
856530,Understand PHP Arrays and HTTP Request in a Better Way,https://www.udemy.com/understand-php-arrays-and-http-request-in-a-better-way/,All Levels,Backend,PHP,-
530092,Mastering CSS,https://www.udemy.com/mastering-css/,Expert Level,Web / FrontEnd,-,CSS
1211160,The Complete Wordpress Theme Development Guide,https://www.udemy.com/the-complete-wordpress-theme-development-guide/,Beginner Level,WordPress,WordPress,-
504316,Learn Jquery from Scratch 2-Hour Training ,https://www.udemy.com/jquery_complete/,Beginner Level,JavaScript Library,jQuery,-
389018,How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,All Levels,WordPress,WordPress,-
937206,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,https://www.udemy.com/learn-php-codeigniter-framework-with-ajax-and-bootstrap/,All Levels,Backend,PHP,-
739090,The Complete Guide to JavaScript Development,https://www.udemy.com/the-complete-javascript-development-course/,All Levels,Web / FrontEnd,-,javascript
720144,Basic HTML CSS and Web Design,https://www.udemy.com/basic-html-css-web-design/,Beginner Level,Web / FrontEnd,-,HTML/CSS
365816,Build Professional WordPress Website,https://www.udemy.com/wordpress-no-coding/,All Levels,WordPress,WordPress,-
977474,Ultimate CSS3 Course - From Beginners To Professional,https://www.udemy.com/ultimate-css3-course/,All Levels,Web / FrontEnd,-,CSS
978850,Learn by Example : ReactJS,https://www.udemy.com/learn-by-example-reactjs/,Beginner Level,Web / FrontEnd,React,-
825354,React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,Intermediate Level,Web / FrontEnd,React,-
822670,JavaScript - Tricks and Workarounds,https://www.udemy.com/javascript-tricks-and-workarounds/,All Levels,Web / FrontEnd,-,javascript
65492,Kids Coding - Beginner HTML,https://www.udemy.com/kids-coding-beginner-html/,Beginner Level,Web / FrontEnd,-,HTML/CSS
1051672,Learn PHP from scratch!!,https://www.udemy.com/learn-php-from-scratch-by-niveditajain/,Beginner Level,Backend,PHP,-
688968,PHP with PDO - ULTIMATE Crash Course,https://www.udemy.com/php-with-pdo-ultimate-crash-course/,All Levels,Backend,PHP,-
495484,JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,Beginner Level,Web / FrontEnd,-,javascript
398456,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,https://www.udemy.com/bootstrap-3-introduction-make-responsive-websites-fast/,All Levels,Web / FrontEnd,Bootstrap,-
615084,Laravel(5.2) PHP Framework  Jump Start for beginners,https://www.udemy.com/laravel-php-framework-jump-start-for-beginners/,Beginner Level,Backend,PHP,-
492818,Professional WordPress Theme Development For 2017,https://www.udemy.com/advanced-wordpress-theme-development-next-level-of-theming/,All Levels,WordPress,WordPress,-
1055322,Learn Laravel PHP Framework Building Multi User SEO Blog APP,https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/,All Levels,Backend,PHP,-
1112604,Javascript Specialist,https://www.udemy.com/javascript-specialist/,Beginner Level,Web / FrontEnd,-,javascript
424864,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,https://www.udemy.com/php-mvc-from-scratch/,All Levels,Backend,PHP,-
516062,JavaScript Intro to learning JavaScript web programming,https://www.udemy.com/javascript-intro-to-learning-javascript/,Beginner Level,Web / FrontEnd,-,javascript
92760,Crash Course: Fundamentals Of HTML & CSS From Scratch.,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,Beginner Level,Web / FrontEnd,-,HTML/CSS
